"Origin Movement ID","Origin Display Name","Destination Movement ID","Destination Display Name","Date Range","Mean Travel Time (Seconds)","Range - Lower Bound Travel Time (Seconds)","Range - Upper Bound Travel Time (Seconds)"
"1718","300 Arballo Dr, San Francisco, CA","909","1400 40th Avenue, Sunset District, San Francisco","11/15/2016 - 12/15/2016, Every day, Daily Average",681,498,930
"1718","300 Arballo Dr, San Francisco, CA","910","700 La Playa Street, Richmond District, San Francisco","11/15/2016 - 12/15/2016, Every day, Daily Average",976,764,1246
"1718","300 Arballo Dr, San Francisco, CA","915","300 Dolores Way, Sunshine Gardens, South San Francisco","11/15/2016 - 12/15/2016, Every day, Daily Average",981,723,1330
"1718","300 Arballo Dr, San Francisco, CA","920","100 Whisman Station Drive, Mountain View","11/15/2016 - 12/15/2016, Every day, Daily Average",2545,2053,3154
"1718","300 Arballo Dr, San Francisco, CA","927","800 Aspen Way, Palo Verde, Palo Alto","11/15/2016 - 12/15/2016, Every day, Daily Average",2103,1723,2565
"1718","300 Arballo Dr, San Francisco, CA","930","400 Northlake Drive, West San Jose, San Jose","11/15/2016 - 12/15/2016, Every day, Daily Average",2724,2236,3317
"1718","300 Arballo Dr, San Francisco, CA","931","10300 North Stelling Road, Cupertino","11/15/2016 - 12/15/2016, Every day, Daily Average",2521,2090,3040
"1718","300 Arballo Dr, San Francisco, CA","950","Old Sled Trail, Bolinas","11/15/2016 - 12/15/2016, Every day, Daily Average",1524,1166,1991
"1718","300 Arballo Dr, San Francisco, CA","963","600 Sutter Street, Lower Nob Hill, San Francisco","11/15/2016 - 12/15/2016, Every day, Daily Average",1941,1456,2586
"1718","300 Arballo Dr, San Francisco, CA","964","2900 Broderick Street, Cow Hollow, San Francisco","11/15/2016 - 12/15/2016, Every day, Daily Average",1723,1329,2232
"1718","300 Arballo Dr, San Francisco, CA","965","200 Topeka Avenue, Silver Terrace, San Francisco","11/15/2016 - 12/15/2016, Every day, Daily Average",1213,872,1687
"1718","300 Arballo Dr, San Francisco, CA","967","1400 32nd Avenue, Sunset District, San Francisco","11/15/2016 - 12/15/2016, Every day, Daily Average",633,467,856
"1718","300 Arballo Dr, San Francisco, CA","968","3200 Anza Street, Richmond District, San Francisco","11/15/2016 - 12/15/2016, Every day, Daily Average",1194,905,1574
"1718","300 Arballo Dr, San Francisco, CA","1030","5300 Lawton Avenue, Shafter, Oakland","11/15/2016 - 12/15/2016, Every day, Daily Average",2063,1446,2941
"1718","300 Arballo Dr, San Francisco, CA","1046","300 Grand Avenue, Adams Point, Oakland","11/15/2016 - 12/15/2016, Every day, Daily Average",1993,1389,2859
"1718","300 Arballo Dr, San Francisco, CA","1053","500 Haddon Road, Cleveland Heights, Oakland","11/15/2016 - 12/15/2016, Every day, Daily Average",2010,1423,2838
"1718","300 Arballo Dr, San Francisco, CA","1060","3600 East 8th Street, South Kennedy Tract, Oakland","11/15/2016 - 12/15/2016, Every day, Daily Average",2118,1519,2952
"1718","300 Arballo Dr, San Francisco, CA","1063","800 54th Avenue, Coliseum Industrial, Oakland","11/15/2016 - 12/15/2016, Every day, Daily Average",2207,1577,3088
"1718","300 Arballo Dr, San Francisco, CA","1066","7200 Doolittle Drive, Oakland","11/15/2016 - 12/15/2016, Every day, Daily Average",2426,1774,3317
"1718","300 Arballo Dr, San Francisco, CA","1068","1600 Poplar Street, West Oakland, Oakland","11/15/2016 - 12/15/2016, Every day, Daily Average",2001,1428,2802
"1718","300 Arballo Dr, San Francisco, CA","1080","Pier 2, Emeryville","11/15/2016 - 12/15/2016, Every day, Daily Average",1774,1260,2495
"1718","300 Arballo Dr, San Francisco, CA","1119","0 Locust Avenue, Larkspur","11/15/2016 - 12/15/2016, Every day, Daily Average",2055,1619,2607
"1718","300 Arballo Dr, San Francisco, CA","1120","0 Spindrift Passage, Corte Madera","11/15/2016 - 12/15/2016, Every day, Daily Average",1966,1536,2516
"1718","300 Arballo Dr, San Francisco, CA","1121","300 Ridgewood Avenue, Mill Valley","11/15/2016 - 12/15/2016, Every day, Daily Average",1750,1393,2198
"1718","300 Arballo Dr, San Francisco, CA","1209","600 Woodside Drive, Woodside Hills, Woodside","11/15/2016 - 12/15/2016, Every day, Daily Average",1571,1261,1956
"1718","300 Arballo Dr, San Francisco, CA","1210","Cypress Ridge Road, Redwood City","11/15/2016 - 12/15/2016, Every day, Daily Average",1240,977,1573
"1718","300 Arballo Dr, San Francisco, CA","1211","700 Coleman Avenue, Menlo Park","11/15/2016 - 12/15/2016, Every day, Daily Average",1909,1568,2322
"1718","300 Arballo Dr, San Francisco, CA","1237","400 Lincoln Avenue, Central San Jose, San Jose","11/15/2016 - 12/15/2016, Every day, Daily Average",3087,2429,3921
"1718","300 Arballo Dr, San Francisco, CA","1244","800 Jackson Street, Chinatown, San Francisco","11/15/2016 - 12/15/2016, Every day, Daily Average",2125,1549,2915
"1718","300 Arballo Dr, San Francisco, CA","1245","500 Geary Street, Tenderloin, San Francisco","11/15/2016 - 12/15/2016, Every day, Daily Average",1812,1336,2457
"1718","300 Arballo Dr, San Francisco, CA","1246","300 McAllister Street, Civic Center, San Francisco","11/15/2016 - 12/15/2016, Every day, Daily Average",1616,1149,2270
"1718","300 Arballo Dr, San Francisco, CA","1247","100 Magnolia Street, Marina District, San Francisco","11/15/2016 - 12/15/2016, Every day, Daily Average",1913,1489,2457
"1718","300 Arballo Dr, San Francisco, CA","1257","2400 Octavia Street, Pacific Heights, San Francisco","11/15/2016 - 12/15/2016, Every day, Daily Average",2058,1643,2577
